start	den_afr	alt_afr	vin_afr	chag_afr	den_alt	den_vin	den_chag	alt_vin	nea_afr	den_nea	z_den	z_nea	cddr
6900000	0.00115	0.0011455	0.0011555	0.0012355	0.0003	0.00031	0.00041	0.0001	0.00117883	0.00034	-0.256004	-0.149853	False
6950000	0.0010915	0.000982	0.0010305	0.001078	0.00056	0.00061	0.00063	0.0003	0.00103017	0.0006	-0.477056	-0.687757	False
7000000	0.00108	0.0008885	0.0009385	0.0009585	0.00067	0.00072	0.00071	0.00024	0.0009285	0.0007	-0.52051	-1.05561	False
7050000	0.001601	0.001633	0.001653	0.001647	0.00042	0.00044	0.00026	4e-05	0.00164433	0.000373333	1.44817	1.53441	False
7100000	0.001185	0.001144	0.001184	0.00116	0.00091	0.00104	0.00097	0.00045	0.00116267	0.000973333	-0.123751	-0.208347	False
7150000	0.00097	0.000811	0.000926	0.0008835	0.00051	0.0005	0.00052	0.00017	0.0008735	0.00051	-0.936163	-1.25461	False
7200000	0.0011555	0.0009905	0.0009605	0.0010095	0.00055	0.00052	0.00057	0.0003	0.000986833	0.000546667	-0.235222	-0.844546	False
7250000	0.001093	0.000996	0.001036	0.0010445	0.00062	0.00058	0.00058	0.00017	0.0010255	0.000593333	-0.471388	-0.704642	False
7300000	0.0011645	0.0012425	0.0013025	0.0013005	0.00027	0.00033	0.00034	0.00021	0.00128183	0.000313333	-0.201214	0.22282	False
7350000	0.0010275	0.0011415	0.0012215	0.0011815	0.00047	0.00055	0.00051	0.0002	0.0011815	0.00051	-0.71889	-0.140205	False
7400000	0.0013035	0.0011995	0.0011975	0.0012245	0.00099	0.00098	0.00081	0.00011	0.00120717	0.000926667	0.32402	-0.047338	False
7450000	0.0009515	0.001032	0.0010855	0.0009895	0.00045	0.00048	0.00035	0.00031	0.00103567	0.000426667	-1.00607	-0.667857	False
7500000	0.0015655	0.0007865	0.0008565	0.0008265	0.00113	0.0012	0.00115	0.00013	0.000823167	0.00116	1.31403	-1.43672	False
7550000	0.0010495	0.0012145	0.0013155	0.0012855	0.00092	0.00102	0.00099	0.00046	0.00127183	0.000976667	-0.635759	0.186638	False
7600000	0.0011215	0.001443	0.0026585	0.0026585	0.00074	0.00267	0.00267	0.00228	0.00225333	0.00202667	-0.363696	3.73789	False
7650000	0.0012	0.001423	0.001509	0.001476	0.00105	0.00125	0.00121	0.00053	0.00146933	0.00117	-0.0670712	0.901231	False
7700000	0.0012655	0.001361	0.0013255	0.0012955	0.00047	0.0004	0.00037	0.00023	0.00132733	0.000413333	0.180431	0.387448	False
